Name,Address,Latitude,Longitude,Username,Email
Sampreeti Hospital,"XJVV+G8V, AT Rd, near Hotel Shmila, Milon Nagar, Kanak Nagar, Sivasagar, Assam 785640, India",26.99386330,94.64329170,sampreeti-hospital,sampreeti-hospital@example.com
"ERC Eye Care Hub Hospital, Sivasagar","Milon Nagar, Sivasagar, Assam 785640, India",26.99328900,94.64284680,erc-eye-care-hub-hospital-sivasagar,erc-eye-care-hub-hospital-sivasagar@example.com
ONGC Hospital,"XMJ2+7QM, ONGC Colony, Sivasagar, Assam 785697, India",26.98070250,94.65191540,ongc-hospital,ongc-hospital@example.com
Aditya Diagnostics and Hospital (Sivasagar),"HCB Rd, Amolapatty, Sivasagar, Assam 785640, India",26.97738770,94.63109840,aditya-diagnostics-and-hospital-sivasagar,aditya-diagnostics-and-hospital-sivasagar@example.com
SIVASAGAR NETRALAY KPM Chari Ali,"Ward No 10, KPM Chari Ali, Sivasagar, Assam 785640, India",26.98097390,94.63720360,sivasagar-netralay-kpm-chari-ali,sivasagar-netralay-kpm-chari-ali@example.com
Sarma Nursing Home,"Thana Rd, Sivasagar, Assam 785640, India",26.98309920,94.62956340,sarma-nursing-home,sarma-nursing-home@example.com
Sivasagar Netralay,"HCB Rd, Sivasagar, Assam 785640, India",26.98366460,94.63288610,sivasagar-netralay,sivasagar-netralay@example.com
Demow Model Hospital cum CHC,"4PRQ+6J3, Assam 785640, India",27.14050790,94.73903640,demow-model-hospital-cum-chc,demow-model-hospital-cum-chc@example.com
Sibsagar Civil Hospital,"XJPM+CC4, GNG Rd, Sivasagar, Assam 785640, India",26.98602120,94.63357430,sibsagar-civil-hospital,sibsagar-civil-hospital@example.com
SIBSAGAR DIAGNOSTIC & MEDICAL RESEARCH CENTRE,"GNG Rd, Sivasagar, Assam 785640, India",26.98645890,94.63626930,sibsagar-diagnostic-medical-research-centre,sibsagar-diagnostic-medical-research-centre@example.com
Sahar Scan And Research Centre,"Boarding Rd, Ward Number 4, Sivasagar, Assam 785640, India",26.98169610,94.63598030,sahar-scan-and-research-centre,sahar-scan-and-research-centre@example.com
LAL PATH LABS. ASTHA,"KHIZNUR, Na Ali Rd, Sivasagar, Assam 785640, India",26.98531660,94.62982880,lal-path-labs-astha,lal-path-labs-astha@example.com
Aarogya Diagnostics Centre,"PC Bezboruah Complex, Assam Trunk Rd, Amolapatty, Sivasagar, Assam 785640, India",26.97776140,94.63258730,aarogya-diagnostics-centre,aarogya-diagnostics-centre@example.com
METROPOLIS.SIVASAGAR,"XJPJ+42M, B.N.Hazarika Road, Gayan Gaon Rd, Goan, Sivasagar, Assam 785640, India",26.98533800,94.63005700,metropolissivasagar,metropolissivasagar@example.com
Maxcare ENT Clinic,"Sky Chef, Opposite Hotel, Assam Trunk Rd, Sivasagar, Assam 785640, India",26.98484620,94.63794460,maxcare-ent-clinic,maxcare-ent-clinic@example.com
SEKHMET SHINE DENTAL CLINIC,"XJVR+6XH, MILAN NAGAR, A T ROAD, Sivasagar, Assam, India",26.99305080,94.64247930,sekhmet-shine-dental-clinic,sekhmet-shine-dental-clinic@example.com
Rick Medical,"XJPM+25M, Temple Rd, near Bhagawati Metal store, Ward Number 4, Sivasagar, Assam 785640, India",26.98509400,94.63290830,rick-medical,rick-medical@example.com
Netra Jyoti Eye Hospital,"XJJQ+54V, Sivasagar, Assam 785640, India",26.98047770,94.63779180,netra-jyoti-eye-hospital,netra-jyoti-eye-hospital@example.com
Multi-Specialty Hospital Sivasagar,"3MRX+5R8, Assam Trunk Rd, Chengelijan Gaon, Dhyan Pathar, Assam 785672, India",27.09040520,94.69959010,multi-specialty-hospital-sivasagar,multi-specialty-hospital-sivasagar@example.com
Sivasagar Civil Hospital,"XJ46+467, Joysagar, Rupahi Pathar, Assam 785665, India",26.95527610,94.61055730,sivasagar-civil-hospital,sivasagar-civil-hospital@example.com
Dhubri Medical College and Hospital,"2XP7+5VV, Jhagrarpar, Dhubri, Jhagra Pt.I, Assam 783324, India",26.03549680,89.96465850,dhubri-medical-college-and-hospital,dhubri-medical-college-and-hospital@example.com
Chilarai Multispeciality Hospital,"2XMF+32W, Jhagrarpar, Dhubri, Assam 783324, India",26.03288670,89.97264860,chilarai-multispeciality-hospital,chilarai-multispeciality-hospital@example.com
Dhubri City Hospital,"2XCP+9H8, Boro Bazar, Dhubri, Assam 783301, India",26.02092030,89.98644910,dhubri-city-hospital,dhubri-city-hospital@example.com
Abdur Rahman multi speciality hospital,"01, Jhagrarpar, Dhubri, Jhagra Pt.II, Assam 783324, India",26.04933170,89.95179170,abdur-rahman-multi-speciality-hospital,abdur-rahman-multi-speciality-hospital@example.com
"T.B Hospital, Dhubri","2X8G+Q52, Santi Nagar, Dhubri, Assam 783301, India",26.01688450,89.97539610,tb-hospital-dhubri,tb-hospital-dhubri@example.com
